GI2.all.exon	41.85	128604.0
OMIM.all.exon	42.91	127136.0
HI1.all.exon	46.43	142440.0
Prot-cod.all.exon	204.94	319272.0
All-genes.all.exon	185.94	324368.0
Decipher-gain.all.exon	0.81	82008.0
GI3.all.exon	76.28	163804.0
HI2.all.exon	44.37	128596.0
HPO-rec.all.exon	17.93	91948.0
CGD-rec.all.exon	19.9	94348.0
Essential.all.exon	38.72	126252.0
HPO-dom.all.exon	14.65	90956.0
Cancer-loss.all.exon	8.95	84584.0
embryonic-lethal.all.exon	6.68	83656.0
HI3.all.exon	86.82	175256.0
GI1.all.exon	59.02	157256.0
Paralogs.all.exon	8.9	82068.0
phen.all.exon	95.87	206212.0
Cancer-gain.all.exon	4.1	81584.0
Decipher-loss.all.exon	7.7	81844.0
ISCA-gain.all.exon	1.3	81152.0
CGD-dom.all.exon	11.98	89272.0
No-phen.all.exon	90.52	185652.0
Curated-gain.all.exon	4.8	82792.0
Curated-loss.all.exon	12.11	89596.0
ISCA-loss.all.exon	5.88	83120.0
Non-cod.all.exon	22.3	84936.0
