GI2.all.exon	277.74	167160.0
OMIM.all.exon	286.43	169228.0
HI1.all.exon	360.16	181220.0
Prot-cod.all.exon	5400.63	484596.0
All-genes.all.exon	5914.47	498048.0
Decipher-gain.all.exon	3.71	82160.0
GI3.all.exon	984.0	240308.0
HI2.all.exon	308.28	170272.0
HPO-rec.all.exon	50.26	113620.0
CGD-rec.all.exon	64.44	118580.0
Essential.all.exon	252.66	161544.0
HPO-dom.all.exon	35.99	106364.0
Cancer-loss.all.exon	13.64	95088.0
embryonic-lethal.all.exon	12.79	91948.0
HI3.all.exon	1210.78	261088.0
GI1.all.exon	561.88	208000.0
Paralogs.all.exon	6.74	85804.0
phen.all.exon	1511.61	292668.0
Cancer-gain.all.exon	2.94	81228.0
Decipher-loss.all.exon	2.38	82716.0
ISCA-gain.all.exon	3.77	82352.0
CGD-dom.all.exon	25.16	102808.0
No-phen.all.exon	1384.84	273888.0
Curated-gain.all.exon	5.11	87112.0
Curated-loss.all.exon	28.82	103496.0
ISCA-loss.all.exon	9.79	89192.0
Non-cod.all.exon	17.01	97272.0
